Family,Genus,species,sub.species,binomial,other.genera,other.species,other.names.sub.species,Source.of.taxonomy information,notes.on.taxonomy,Sexual.System,Karyotype,notes..Karyotype,Predicted.ploidy,female2N,male2N,notesMale2N,notes..comments,cite.key,,,,,,
Nymphalidae,Ithomia,lagusa,,Ithomia lagusa,,,,GBIF,Accepted,,,,,,38,,,"Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., Välimäki, N., Paulin, L., Kvist, J., Wahlberg, N. and Tanskanen, J., 2014. The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nature communications, 5(1), pp.1-9.",,,,,,
Nymphalidae,Ithomia,lichyi,,Ithomia lichyi,,,,GBIF,Accepted,,,,,,36,,,"Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., Välimäki, N., Paulin, L., Kvist, J., Wahlberg, N. and Tanskanen, J., 2014. The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nature communications, 5(1), pp.1-9.",,,,,,
Nymphalidae,Ithomia,patilla,,Ithomia patilla,,,,GBIF,Accepted,,,,,,36,,,"Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., Välimäki, N., Paulin, L., Kvist, J., Wahlberg, N. and Tanskanen, J., 2014. The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nature communications, 5(1), pp.1-9.",,,,,,
Nymphalidae,Ithomia,pellucida,,Ithomia pellucida,,,,GBIF,Accepted,,,,,,28,,,"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236.",,,,,,
Nymphalidae,Ithomia,salapia,,Ithomia salapia,,,,GBIF,Accepted,,,,,,68,,,"Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., Välimäki, N., Paulin, L., Kvist, J., Wahlberg, N. and Tanskanen, J., 2014. The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nature communications, 5(1), pp.1-9.",,,,,,
Nymphalidae,Ithomia,terra,,Ithomia terra,,,,GBIF,Accepted,,,,,,32,,,"Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., Välimäki, N., Paulin, L., Kvist, J., Wahlberg, N. and Tanskanen, J., 2014. The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nature communications, 5(1), pp.1-9.",,,,,,
Nymphalidae,Junonia,almana,,Junonia almana,Precis,almana,,Lepindex,Synonym,gonochorous,,,,,62,,,"Maeki, K., Ogata, M. and Shirozu, T., 1965. A study of the chromosomes in twenty-five speceis of Formosan Rhopalocera. Special Bulletines of the Lepidoptera Society Japan, (1), pp.1-10.",,,,,,
Nymphalidae,Junonia,andremiaja,,Junonia andremiaja,,,,Lepindex,Accepted,,,,,,62,,,"Lesse, H.D., 1972. Nombres de chromosomes de quelques Lépidoptères Rhopalocères de Madagascar. Bulletin de la Société entomologique de France, 77(1), pp.9-11.",,,,,,
Nymphalidae,Junonia,chorimene,,Junonia chorimene,,,,GBIF,Accepted,gonochorous,,,,,62,,,Lesse and Condamin 1962,,,,,,
Nymphalidae,Junonia,coenia,,Junonia coenia,,,,GBIF,Accepted,gonochorous,,,,,62,,,"Maeki, K. and Remington, C. L., 1960. Studies of the chromosomes of north American Rhopalocera. 4. Nymphalidae, Charaxidinae and Libyrheinae.J. Lepid. Soc.,14, pp.179-201.",,,,,,
Nymphalidae,Junonia,coenia,,Junonia coenia,,,,GBIF,Accepted,,,,,,62,,,"Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., Välimäki, N., Paulin, L., Kvist, J., Wahlberg, N. and Tanskanen, J., 2014. The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nature communications, 5(1), pp.1-9.",,,,,,
Nymphalidae,Junonia,coenia,,Junonia coenia,,,,Lepindex,Accepted,,,,,,62,,,"Maeki, K. and Remington, C. L., 1960. Studies of the chromosomes of north American Rhopalocera. 4. Nymphalidae, Charaxidinae and Libyrheinae.J. Lepid. Soc.,14, pp.179-201.",,,,,,
Nymphalidae,Junonia,eurodoce,,Junonia eurodoce,,,,Lepindex,Accepted,,,,,,62,,,"Lesse, H.D., 1972. Nombres de chromosomes de quelques Lépidoptères Rhopalocères de Madagascar. Bulletin de la Société entomologique de France, 77(1), pp.9-11.",,,,,,
Nymphalidae,Junonia,evarete,zonalis,Junonia evarete zonalis,,,,GBIF,Accepted,gonochorous,,,,,62,,,"Maeki, K. and Remington, C. L., 1960. Studies of the chromosomes of north American Rhopalocera. 4. Nymphalidae, Charaxidinae and Libyrheinae.J. Lepid. Soc.,14, pp.179-201.",,,,,,
Nymphalidae,Junonia,evarete,,Junonia evarete,,,,GBIF,Accepted,,,,,,62,,,"Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., Välimäki, N., Paulin, L., Kvist, J., Wahlberg, N. and Tanskanen, J., 2014. The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nature communications, 5(1), pp.1-9.",,,,,,
Nymphalidae,Junonia,evarete,,Junonia evarete,,,,GBIF,Accepted,,,,,,62,,,"Maeki, K. and Remington, C. L., 1960. Studies of the chromosomes of north American Rhopalocera. 4. Nymphalidae, Charaxidinae and Libyrheinae.J. Lepid. Soc.,14, pp.179-201.",,,,,,
Nymphalidae,Junonia,genoveva,,Junonia genoveva,,,,GBIF,Accepted,,,,,,62,,,"Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., Välimäki, N., Paulin, L., Kvist, J., Wahlberg, N. and Tanskanen, J., 2014. The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nature communications, 5(1), pp.1-9.",,,,,,
Nymphalidae,Junonia,goudotii,,Junonia goudotii,Precis,goudotii,,GBIF,Synonym,,,,,,62,,,"Lesse, H.D., 1972. Nombres de chromosomes de quelques Lépidoptères Rhopalocères de Madagascar. Bulletin de la Société entomologique de France, 77(1), pp.9-11.",,,,,,
Nymphalidae,Junonia,hierta,,Junonia hierta,,,,GBIF,Accepted,gonochorous,,,,,62,,,Lesse and Condamin 1962,,,,,,
Nymphalidae,Junonia,iphita,,Junonia iphita,Precis,iphita,,Lepindex,Synonym,gonochorous,,,,,62,,,"Maeki, K., Ogata, M. and Shirozu, T., 1965. A study of the chromosomes in twenty-five speceis of Formosan Rhopalocera. Special Bulletines of the Lepidoptera Society Japan, (1), pp.1-10.",,,,,,
Nymphalidae,Junonia,oenone,,Junonia oenone,,,,GBIF,Accepted,gonochorous,,,,,62,,,Lesse and Condamin 1962,,,,,,
Nymphalidae,Junonia,orithya,,Junonia orithya,Precis,orithya,,Lepindex,Synonym,gonochorous,,,,,62,,,"Maeki, K., Ogata, M. and Shirozu, T., 1965. A study of the chromosomes in twenty-five speceis of Formosan Rhopalocera. Special Bulletines of the Lepidoptera Society Japan, (1), pp.1-10.",,,,,,
Nymphalidae,Junonia,stygia,,Junonia stygia,,,,GBIF,Accepted,gonochorous,,,,,66,,,Lesse and Condamin 1962,,,,,,
Nymphalidae,Junonia,vestina,livia,Junonia vestina livia,,,,,,,,,,,62,,,"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae.†Hereditas,†144(4), pp.137-148.",,,,,,
Nymphalidae,Junonia,vestina,,Junonia vestina,,,,,,,,,,,62,,,"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae.†Hereditas,†144(4), pp.137-148.",,,,,,
Nymphalidae,Junonia,westermanni,,Junonia westermanni,,,,GBIF,Accepted,gonochorous,,,,,62,,,"Bernardi, G. and de Lesse, H., 1964. Formules chromosomiques de quelques Lepidopteres Rhopaloceres du Gabon. Biol. Gabonica., 1, p.65-71.",,,,,,
Nymphalidae,Vanessa,canace,,Vanessa canace,Kaniska,canace,,Lepindex,Synonym,,,,,,62,,,"Maeki, K. and Makino, S., 1953. Chromosome numbers of some Japanese Rhopalocera.Lepid. news,7, pp.36-38.",,,,,,
Nymphalidae,Kirina,climene,,Kirina climene,,,,GBIF,Accepted,gonochorous,,,,,50,,,"Lesse, D.H., 1960. Speciation et Variation cromosomiques chez les Lepidopteris Rhopaloceres. Annls Soc. nat. Zool., 12(2), pp.1-223.",,,,,,
Nymphalidae,Kirina,roxelana,,Kirina roxelana,,,,GBIF,Accepted,gonochorous,,,,,50,,,"Lesse, D.H., 1960. Speciation et Variation cromosomiques chez les Lepidopteris Rhopaloceres. Annls Soc. nat. Zool., 12(2), pp.1-223.",,,,,,
Nymphalidae,Ladoga,camilla,glorifica,Ladoga camilla glorifica,Ladoga,glorifica,,Lepindex,Described as subspecies subsequently,gonochorous,,,,,60,,,Maeki 1961,,,,,,
Nymphalidae,Ladoga,camilla,,Ladoga camilla,,,,Lepindex,Accepted,gonochorous,,,,,60,,,Maeki 1961,,,,,,
Nymphalidae,Lampides,boeticus,,Lampides boeticus,,,,GBIF,Accepted,gonochorous,,,,,48,,,Federley 1942b,,,,,,
Nymphalidae,Lasiommata,maera,,Lasiommata maera,Pararge,hiera,,GBIF,Synonym,gonochorous,ZW,,,58,58,,,"Federley, H., 1938. CHROMOSOMENZAHLEN FINNLÄN?DISCHER LEPIDOPTEREN: I. RHOPALOCERA. Hereditas, 24(4), pp.397-464.",,,,,,
Nymphalidae,Lethe,diana,,Lethe diana,,,,GBIF,Accepted,,,,,,58,,,"Maeki, K., 1953. Chromosome numbers of some butterflies. The Japanese Journal of Genetics, 28(1), pp.6-7.",,,,,,
Nymphalidae,Lethe,rohria,daemoniaca,Lethe rohria daemoniaca,,,,GBIF,Accepted,gonochorous,,,,,58,,,"Maeki, K., Ogata, M. and Shirozu, T., 1965. A study of the chromosomes in twenty-five speceis of Formosan Rhopalocera. Special Bulletines of the Lepidoptera Society Japan, (1), pp.1-10.",,,,,,
Nymphalidae,Lethe,sicelis,,Lethe sicelis,,,,GBIF,Accepted,,,,,,58,,,"Maeki, K. and Makino, S., 1953. Chromosome numbers of some Japanese Rhopalocera.Lepid. news,7, pp.36-38.",,,,,,
Nymphalidae,Lexias,dirtea,,Lexias dirtea,,,,GBIF,Accepted,,,,,,40,38-40,modal chromosome number is reported im male 2n,"Abe, A. and Kumagai, Y., 2010. A study of chromosomes in four species of Lexias (Lepidoptera, Nymphalidae). The Transactions of the Lepidopterological Scociety of Japan, 61(1), pp.76-86. ",,,,,,
Nymphalidae,Lexias,pardalis,,Lexias pardalis,,,,GBIF,Accepted,,,,,,44,38-44,modal chromosome number is reported im male 2n,"Abe, A. and Kumagai, Y., 2010. A study of chromosomes in four species of Lexias (Lepidoptera, Nymphalidae). The Transactions of the Lepidopterological Scociety of Japan, 61(1), pp.76-86. ",,,,,,
Nymphalidae,Libythea,celtis,,Libythea celtis,,,,GBIF,Accepted,,,,,,62,,,"Maeki, K. and Makino, S., 1953. Chromosome numbers of some Japanese Rhopalocera.Lepid. news,7, pp.36-38.",,,,,,
Nymphalidae,Libythea,celtis,,Libythea celtis,,,,GBIF,Accepted,,,,,,62,,,"Maeki, K., 1953. Chromosome numbers of some butterflies. The Japanese Journal of Genetics, 28(1), pp.6-7.",,,,,,
Nymphalidae,Libytheana,bachmanii,,Libytheana bachmanii,,,,GBIF,Accepted,,,,,,62,,,"Maeki, K. and Remington, C. L., 1960. Studies of the chromosomes of north American Rhopalocera. 4. Nymphalidae, Charaxidinae and Libyrheinae.J. Lepid. Soc.,14, pp.179-201.",,,,,,
Nymphalidae,Libytheana,carinenta,,Libytheana carinenta,,,,GBIF,Accepted,,,,,,62,,,"Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., Välimäki, N., Paulin, L., Kvist, J., Wahlberg, N. and Tanskanen, J., 2014. The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nature communications, 5(1), pp.1-9.",,,,,,
Nymphalidae,Libytheana,carinenta,,Libytheana carinenta,,,,GBIF,Accepted,,,,,,62,,N= 31 + 2 microchromosomes,"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae.†Hereditas,†144(4), pp.137-148.",,,,,,
Nymphalidae,Libythina,cuvierii,,Libythina cuvierii,,,,GBIF,Accepted,,,,,,62,,,"Lesse, H.D. and Brown, K., 1971. Formules chromosomiques de Lépidoptères Rhopalocères du Brésil. Bulletin de la Société entomologique de France, 76(5), pp.131-137.",,,,,,
Nymphalidae,Limenitis,alala,,Limenitis alala,Adelpha,alala,,Lepindex,Synonym,,,,,,,"84,90",,"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae.†Hereditas,†144(4), pp.137-148.",,,,,,
Nymphalidae,Limenitis,archippus,,Limenitis archippus,,,,GBIF,Accepted,,,,,,60,,,"Maeki, K. and Remington, C. L., 1960. Studies of the chromosomes of north American Rhopalocera. 4. Nymphalidae, Charaxidinae and Libyrheinae.J. Lepid. Soc.,14, pp.179-201.",,,,,,
Nymphalidae,Limenitis,astyanax,,Limenitis astyanax,,,,GBIF,Accepted,,,,,,60,,,"Maeki, K. and Remington, C. L., 1960. Studies of the chromosomes of north American Rhopalocera. 4. Nymphalidae, Charaxidinae and Libyrheinae.J. Lepid. Soc.,14, pp.179-201.",,,,,,
Nymphalidae,Limenitis,camilla,,Limenitis camilla,,,,GBIF,Accepted,,,,,,60,,,"Beliajeff, N.K., 1930. Die Chromosomenkomplexe und ihre Beziehung zur Phylogenie bei den Lepidopteren. Zeitschrift für induktive Abstammungs-und Vererbungslehre, 54(1), pp.369-399.",,,,,,
Nymphalidae,Limenitis,cocala,riola,Limenitis cocala riola,,,,GBIF,Accepted,,,,,,60,,,"Lesse, H.D. and Brown, K., 1971. Formules chromosomiques de Lépidoptères Rhopalocères du Brésil. Bulletin de la Société entomologique de France, 76(5), pp.131-137.",,,,,,
Nymphalidae,Limenitis,cocala,,Limenitis cocala,Adelpha,cocala,cocala,GBIF,Synonym,,,,,,,"30,32",,"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae.†Hereditas,†144(4), pp.137-148.",,,,,,
Nymphalidae,Limenitis,cocala,,Limenitis cocala,Adelpha,cocala,,GBIF,Synonym,,,,,,60,,,"Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., Välimäki, N., Paulin, L., Kvist, J., Wahlberg, N. and Tanskanen, J., 2014. The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nature communications, 5(1), pp.1-9.",,,,,,
Nymphalidae,Limenitis,cocala,,Limenitis cocala,Adelpha,cocala,didia,GBIF,Synonym,,,,,,60,,,"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae.†Hereditas,†144(4), pp.137-148.",,,,,,
Nymphalidae,Limenitis,cocala,,Limenitis cocala,Adelpha,cocala,,GBIF,Synonym,,,,,,54,,,"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae.†Hereditas,†144(4), pp.137-148.",,,,,,
Nymphalidae,Limenitis,epione,,Limenitis epione,Adelpha,epione,ssp.,GBIF,Synonym,,,,,,,64-66,,"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae.†Hereditas,†144(4), pp.137-148.",,,,,,
Nymphalidae,Limenitis,epione,,Limenitis epione,Adelpha,epione,,GBIF,Synonym,,,,,,66,,,"Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., Välimäki, N., Paulin, L., Kvist, J., Wahlberg, N. and Tanskanen, J., 2014. The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nature communications, 5(1), pp.1-9.",,,,,,
Nymphalidae,Limenitis,epione,,Limenitis epione,Adelpha,epione,,GBIF,Synonym,,,,,,66,,,"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae.†Hereditas,†144(4), pp.137-148.",,,,,,
Nymphalidae,Limenitis,glorifica,,Limenitis glorifica,,,,,,,,,,,60,,,"Maeki, K. and Makino, S., 1953. Chromosome numbers of some Japanese Rhopalocera.Lepid. news,7, pp.36-38.",,,,,,
Nymphalidae,Limenitis,isis,,Limenitis isis,Adelpha,lycorias,,GBIF,Synonym,,,,,,60,,,"Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., Välimäki, N., Paulin, L., Kvist, J., Wahlberg, N. and Tanskanen, J., 2014. The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nature communications, 5(1), pp.1-9.",,,,,,
Nymphalidae,Limenitis,isis,,Limenitis isis,Adelpha,lycorias,lara,GBIF,Synonym,,,,,,60,,,"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae.†Hereditas,†144(4), pp.137-148.",,,,,,
Nymphalidae,Limenitis,mesentina,,Limenitis mesentina,Adelpha,mesentina,,GBIF,Synonym,,,,,,60,,,"Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., Välimäki, N., Paulin, L., Kvist, J., Wahlberg, N. and Tanskanen, J., 2014. The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nature communications, 5(1), pp.1-9.",,,,,,
Nymphalidae,Limenitis,mesentina,,Limenitis mesentina,Adelpha,mesentina,,GBIF,Synonym,,,,,,60,,,"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae.†Hereditas,†144(4), pp.137-148.",,,,,,
Nymphalidae,Limenitis,mythra,,Limenitis mythra,,,,GBIF,Accepted,,,,,,60,,,"Lesse, H.D. and Brown, K., 1971. Formules chromosomiques de Lépidoptères Rhopalocères du Brésil. Bulletin de la Société entomologique de France, 76(5), pp.131-137.",,,,,,
Nymphalidae,Limenitis,populi,,Limenitis populi,,,,GBIF,Accepted,gonochorous,ZW,,,60,60,,,"Federley, H., 1938. CHROMOSOMENZAHLEN FINNLÄN?DISCHER LEPIDOPTEREN: I. RHOPALOCERA. Hereditas, 24(4), pp.397-464.",,,,,,
Nymphalidae,Limenitis,reducta,,Limenitis reducta,Limenitis,anonyma,,GBIF,Synonym,gonochorous,,,,,60,,,"Lesse, D.H., 1960. Speciation et Variation cromosomiques chez les Lepidopteris Rhopaloceres. Annls Soc. nat. Zool., 12(2), pp.1-223.",,,,,,
Nymphalidae,Limenitis,reducta,,Limenitis reducta,Limenitis,rivularis,,GBIF,Synonym,,,,,,60,,,"Lesse, H.D., 1970. Formules chromosomiques de quelques Rhopalocères paléarctiques [Lep].Bulletin de la Société entomologique de France,75(7), pp.214-216.",,,,,,
Nymphalidae,Limenitis,serpa,,Limenitis serpa,Adelpha,serpa,,GBIF,Synonym,,,,,,22,,,"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae.†Hereditas,†144(4), pp.137-148.",,,,,,
Nymphalidae,Limenitis,syma,,Limenitis syma,,,,GBIF,Accepted,,,,,,58,,,"Lesse, H.D. and Brown, K., 1971. Formules chromosomiques de Lépidoptères Rhopalocères du Brésil. Bulletin de la Société entomologique de France, 76(5), pp.131-137.",,,,,,
Nymphalidae,Limenitis,valentina,,Limenitis valentina,Adelpha,justina,valentina,Lepindex,Synonym,,,,,,60,,,"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae.†Hereditas,†144(4), pp.137-148.",,,,,,
Nymphalidae,Limenitis,weidemeyerii,,Limenitis weidemeyerii,,,,GBIF,Accepted,,,,,,60,,,"Maeki, K. and Remington, C. L., 1960. Studies of the chromosomes of north American Rhopalocera. 4. Nymphalidae, Charaxidinae and Libyrheinae.J. Lepid. Soc.,14, pp.179-201.",,,,,,
Nymphalidae,Lycorea,ceres,,Lycorea ceres,,,,GBIF,Accepted,,,,,,60,,,"Lesse, H.D. and Brown, K., 1971. Formules chromosomiques de Lépidoptères Rhopalocères du Brésil. Bulletin de la Société entomologique de France, 76(5), pp.131-137.",,,,,,
Nymphalidae,Lycorea,cleobaea,,Lycorea cleobaea,,,,GBIF,Accepted,,,,,,60,,,"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236.",,,,,,
Nymphalidae,Lycorea,halia,,Lycorea halia,,,,GBIF,Accepted,,,,,,60,,,"Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., Välimäki, N., Paulin, L., Kvist, J., Wahlberg, N. and Tanskanen, J., 2014. The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nature communications, 5(1), pp.1-9.",,,,,,
Nymphalidae,Lycorea,ilione,,Lycorea ilione,,,,GBIF,Accepted,,,,,,60,,,"Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., Välimäki, N., Paulin, L., Kvist, J., Wahlberg, N. and Tanskanen, J., 2014. The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nature communications, 5(1), pp.1-9.",,,,,,
